gene_symbol	ensembl_gene_id	total_nominations	first_nomination_year	nominating_teams	input_data	validation_details	pharos_class	in_snapshot	our_rank	overall_score	genetic_score	mutation_freq	expr_log2fc	prot_log2fc	chronos	frac_dependent	loeuf	druggability_score	tractability_modalities	max_disease_phase	n_disease_trials	n_publications	velocity	tissue_tau	target_class	is_common_essential	surface_or_secreted	winner_snapshot	rwr_snapshot	winner_global	winner_global_rank	string_degree	axes_with_data
LILRA2	ENSG00000239998	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6173	0.016631093460811583			-0.625				1.2036627545267382	0.3	3			10	0.6	0.8831		false	true			0.017129	10625	47	6
LILRB1	ENSG00000104972	1	2018	Mayo-UFL-ISB	RNA	validation studies planned		yes	3827	0.048029986113597566			-0.374				0.9827766105100316	0	0			46	0.5217391304347826	0.7742		false	true			0.052948	4376	130	6
LIMS1	ENSG00000169756	1	2020	MSSM - Zhang Lab	Genetics; Protein	not prioritized for experimental validation	Tbio	yes	2876	0.0719680797806105			1.288				0.6058154982137809	0.3	2			26	0.19230769230769232	0.3203	Unclassified protein	false	false			0.021667	9373	50	6
LINGO2	ENSG00000174482	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	3732	0.04999724826217892			-0.663				0.715862401689403	0.3	3			27	0.2962962962962963	0.8863		false	false			0.014779	11411	44	6
LIPC	ENSG00000166035	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tchem	yes	1045	0.24875687111459924	0.3889931573076497		-0.462				1.1150078468260352	0.3	3			180	0.25	0.9133	Hydrolase	false	true	0.0804	0.0143	0.072767	2971	167	6
LMO7	ENSG00000136153	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	6174				1.196				0.6763269539906513	0.3	1			25	0.32	0.4751		false	false			0.032035	7165	88	6
LMOD3	ENSG00000163380	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	6175				-0.562				0.9998558233958357	0.3	1			8	0.625	0.9237		false	false			0.013775	11752	39	6
LNX1	ENSG00000072201	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6176	0.008430746347472144			-0.876				0.990861591796629	0	0			18	0.16666666666666666	0.4417		false	false			0.044940	5257	129	6
LPAR6	ENSG00000139679	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	6177	0.008818585977059966			0.603				1.160260852171058	0.3	3			28	0.39285714285714285	0.3924	Small molecule receptor (family A GPCR)	false	true			0.030298	7482	70	6
LPCAT3	ENSG00000111684	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	2736	0.07572720834884755	0.11110651071674657		0.557				0.47704765354903134	0.3	2			73	0.6575342465753424	0.2553	Transferase	false	false			0.038731	6084	91	6
LPIN1	ENSG00000134324	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6178	0.01122085503251053			0.508				0.8046612109060902	0.3	2			60	0.35	0.323		false	true			0.056482	4054	128	6
LPP	ENSG00000145012	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	5827	0.020760027008343142			1.23				0.8250830820017705	0.3	2			159	0.2389937106918239	0.5172		false	true			0.012109	12381	32	6
LRAT	ENSG00000121207	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	937	0.261976973178804							1.286783991286997	0.3	1			164	0.23170731707317074	0.7347	Transferase	false	true	0.0191	0.0015	0.048340	4877	105	5
LRPPRC	ENSG00000138095	1	2019	Chang Lab	Genetics; Protein		Tbio	yes	3846	0.047820302324841815			-1.095				0.7742786168229352	0.3	2			88	0.36363636363636365	0.2601	Unclassified protein	true	false			0.075636	2803	188	6
LRRC25	ENSG00000175489	1	2023	MSSM - Roussos Lab	Genetics; RNA	Validation studies ongoing 	Tbio	yes	362	0.3660740980364667	0.5678262167051465		0.282				0.5601965028962435	0.3	2			22	0.5909090909090909	0.7632		false	false	0.0057	0.0009	0.009887	13408	31	6
LRRC8D	ENSG00000171492	1	2020	ASU	Genetics; RNA; Protein	validation studies ongoing	Tbio	yes	6179				-0.177				0.5210016156692735	0.3	2			11	0.36363636363636365	0.4137		false	true			0.010970	12897	33	6
LY86	ENSG00000112799	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	5845	0.02068025126754362			0.09				1.6763543231158355	0.3	2			80	0.3625	0.7152		false	true			0.033371	6931	93	6
LYL1	ENSG00000104903	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tbio	yes	6180	0.005913277674955229			0.273				0.8236013535873823	0	0			24	0.125	0.5856		false	false			0.023389	8949	55	6
LYN	ENSG00000254087	1	2022	IUSM-Purdue	Genetics; RNA	validation studies ongoing	Tclin	yes	2524	0.08079675141203274			0.983				0.2991452353968306	1	3	1.5	2	500	0.252	0.612	Tyrosine protein kinase Src family	false	true			0.186870	537	430	7
MAF1	ENSG00000179632	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	1970	0.10005904980193876	0.12084068851480152		0.069				0.412747020459994	0.3	2			20	0.3	0.1789		false	false	0.0368	0.0021	0.045510	5188	121	6
MAML3	ENSG00000196782	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	1287	0.211362442852353	0.34545073341081234		-0.735				0.3655150019737253	0	0			25	0.44	0.4157		false	false	0.0644	0.0155	0.048844	4823	116	6
MANF	ENSG00000145050	1	2020	ASU	Genetics; RNA; Protein	validation studies ongoing	Tbio	yes	1603	0.12150323803548344	0.07942291489157216		-0.521				0.822098637252663	0.3	2			87	0.3218390804597701	0.2756		false	true	0.0159	0.0019	0.029241	7690	82	6
MAOB	ENSG00000069535	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tclin	yes	1547	0.13316465045032147			0.133				0.5516490208595006	1	3	2	2	1066	0.35647279549718575	0.3334	Oxidoreductase	false	false	0.1429	0.0606	0.084068	2419	205	7
MAP1B	ENSG00000131711	1	2019	Chang Lab	Genetics; RNA; Protein		Tchem	yes	2369	0.08490891986448477	0.07923855773031557		1.568				0.11040681639535156	0.3	2			391	0.18925831202046037	0.415	Other cytosolic protein	false	true			0.071573	3049	186	6
MAP2	ENSG00000078018	1	2019	Chang Lab	Genetics; RNA; Protein		Tchem	yes	2157	0.09224271052878896			-0.519				0.1590881840591724	0.3	3			3397	0.27553723874006475	0.5807	Other cytosolic protein	false	true			0.059260	3843	166	6
MAP4	ENSG00000047849	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	4722	0.0319707670570995			-1.908				0.5404901458348214	0.3	2			172	0.22674418604651161	0.2755	Unclassified protein	false	true			0.016635	10772	51	6
MAP7	ENSG00000135525	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	1188	0.22752034099057805			0.303				0.6913868667664218	0.3	3			39	0.38461538461538464	0.5477	Structural protein	false	true	0.0139	0.0011	0.009635	13548	26	6
MAPK1	ENSG00000100030	1	2018	Emory	Protein	validation studies ongoing	Tchem	yes	2271	0.08765355411086337	0.03220887921046474		-1.186				0.42810322014899144	0.85	3			657	0.3318112633181126	0.2033	Protein Kinase	false	false			0.304136	147	667	6
MAPK9	ENSG00000050748	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tchem	yes	3786	0.04900983224628925			-1.17				0.7130283553867786	0.85	3			119	0.3277310924369748	0.3879	CMGC protein kinase MAPK family	false	true			0.166420	715	340	6
MARK4	ENSG00000007047	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	2999	0.0685654022184105			-0.562				0.342229112257557	0.3	2			163	0.3374233128834356	0.2915	Enzyme	false	true			0.017853	10397	41	6
MBD3	ENSG00000071655	1	2018	Mayo-UFL-ISB	Protein	not prioritized for experimental validation	Tbio	yes	6181	0.007187186331095891			0.519				0.6627875541809066	0.3	1			48	0.22916666666666666	0.1276		false	false			0.059243	3846	149	6
MBP	ENSG00000197971	1	2023	Mayo-UFL-ISB	RNA; Protein	Not prioritized for experimental validation	Tbio	yes	1557	0.1298298720949378			-1.239				0.678767964753801	0.3	2			2219	0.270392068499324	0.6665		false	false	0.1378	0.0243	0.082830	2480	210	6
MDH1	ENSG00000014641	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tchem	yes	2650	0.07764311985073898	0.09909574719677171		-1.998				0.5968559677114887	0.3	1			174	0.43103448275862066	0.2438	Oxidoreductase	false	false						6
MDH2	ENSG00000146701	1	2019	Chang Lab	Genetics; RNA; Protein		Tchem	yes	3947	0.04555785980755453	0.055624992587993		-1.405				1.0388090194033364	0.3	2			139	0.34532374100719426	0.2212	Oxidoreductase	false	false			0.136626	1058	329	6
MFF	ENSG00000168958	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6182	0.01375113953328675			-1.04				0.5266124301171317	0.3	2			414	0.37922705314009664	0.2757		false	false			0.033904	6847	90	6
MFNG	ENSG00000100060	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6183	0.009609076221802246			0.756				0.9877525652300178	0.3	2			12	0.25	0.5315		false	false			0.010091	13314	24	6
MGST3	ENSG00000143198	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	5878	0.020368867814850256			-0.941				1.3072959698507924	0.3	2			44	0.36363636363636365	0.181	Enzyme	false	false			0.042862	5501	84	6
MITF	ENSG00000187098	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	5816	0.020828053259402995			1.284				0.4212691402226538	0.3	2			231	0.38095238095238093	0.5584	Transcription factor	false	false			0.058754	3880	151	6
MKNK1	ENSG00000079277	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	5913	0.020133192421185588			0.98				0.8256032697002105	0.85	2			44	0.18181818181818182	0.2933	CAMK protein kinase MAPKAPK family	false	false			0.017062	10635	36	6
MMP17	ENSG00000198598	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	6184	0.0014783194187388072			-0.475				1.3808655522888231	0.3	3			30	0.26666666666666666	0.5139	Enzyme	false	true			0.009224	13767	22	6
MNDA	ENSG00000163563	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6185				0.506				1.467870912229351	0.3	2			53	0.41509433962264153	0.7705		false	false			0.050339	4637	144	6
MOG	ENSG00000204655	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tbio	yes	1681	0.11570524884285452			-0.255				0.8106249762819451	0.3	1			978	0.28732106339468305	0.8482		false	true	0.0796	0.0102	0.050101	4664	138	6
MRPL1	ENSG00000169288	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6186	0.0014783194187388072			-0.665				1.0104190904132637	0.3	2			16	0.3125	0.2219		false	false			0.239621	280	472	6
MRPL11	ENSG00000174547	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6187				-0.249				1.5815666391502499	0.3	2			11	0.6363636363636364	0.2656	Other cytosolic protein	false	false			0.262113	230	531	6
MRPL12	ENSG00000262814	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6188				-0.97				0.9815684612796675	0.3	2			26	0.34615384615384615	0.2162	Other cytosolic protein	false	false			0.218733	349	419	6
MRPL14	ENSG00000180992	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6189				-0.779				1.3280736814231442	0.3	2			15	0.4666666666666667	0.2422		false	false			0.077962	2700	121	6
MRPL15	ENSG00000137547	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	4649	0.032878111212063535			-1.116				1.2067532054898338	0.3	2			28	0.42857142857142855	0.2115		false	false			0.173247	651	357	6
MRPL16	ENSG00000166902	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	729	0.2903173025319367			-0.752				1.1244667664351218	0.3	2			12	0.3333333333333333	0.1993		true	false	0.1159	0.0034	0.237311	284	458	6
MRPL17	ENSG00000158042	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6190	0.004908525445686461			-1.222				1.2073859615290954	0.3	2			18	0.5555555555555556	0.2877		false	false			0.245791	271	461	6
MRPL30	ENSG00000185414	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6191				-1.776				0.9856661253407009	0.3	2			5	0.2	0.2477		false	false			0.125034	1251	239	6
MRPL39	ENSG00000154719	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6192	0.00962774759146473			0.857				1.043227587885536	0.3	2			39	0.28205128205128205	0.3181		true	false			0.108310	1604	205	6
MRPL40	ENSG00000185608	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6193	0.00934708590948983			-1.275				1.0873109965569647	0.3	2			14	0.35714285714285715	0.2182		false	false			0.147440	898	281	6
MRPL43	ENSG00000055950	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6194	0.019033362516262142			-1.255				1.2372055712734864	0.3	2			56	0.30357142857142855	0.1698		true	false			0.182135	561	378	6
MRPL44	ENSG00000135900	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6195				-1.038				1.1681589058154798	0.3	3			17	0.5294117647058824	0.3063		false	true			0.141129	992	277	6
MRPL46	ENSG00000259494	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6196				-0.968				1.1638807758673309	0.3	2			16	0.375	0.2175		false	false			0.170451	677	343	6
MRPL48	ENSG00000175581	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6197				-0.44				0.7394693204348756	0.3	2			7	0.7142857142857143	0.2557		false	false			0.082059	2521	136	6
MRPL49	ENSG00000149792	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6198				-0.364				1.1907633312723434	0.3	2			8	0.375	0.2118		true	false			0.144473	942	267	6
MRPL50	ENSG00000136897	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6199	0.0014783194187388072			-0.472				1.0465426721975417	0.3	2			14	0.2857142857142857	0.2121		true	false			0.086716	2311	142	6
MRPL53	ENSG00000204822	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6200								1.753536099536145	0.3	2			8	0.5	0.3768		true	false			0.080876	2586	135	5
MRPL57	ENSG00000173141	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6201				-0.83					0.3	2			4	0.25	0.188		true	false			0.073959	2894	114	6
MRPL58	ENSG00000167862	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6202	0.011087395640541052							0.9795676189376924	0.3	3			4	0.5	0.2006		false	true			0.200364	450	419	5
MRPS15	ENSG00000116898	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tdark	yes	580	0.316049808432593			-1.516				1.1359821767164295	0.3	2			12	0.5	0.2865		false	false	0.14	0.0042	0.297167	157	579	6
MRPS16	ENSG00000182180	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6203				0.364				0.9571338255683058	0.3	2			17	0.4117647058823529	0.2194		true	false			0.236237	290	446	6
MRPS18B	ENSG00000204568	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6204				-0.48				1.3123445188211975	0.3	2			16	0.5	0.181	Other cytosolic protein	true	false			0.088648	2229	154	6
MRPS2	ENSG00000122140	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6205				-0.505				1.0928961019790977	0.3	2			10	0.2	0.2025	Other cytosolic protein	false	false			0.253397	249	511	6
MRPS22	ENSG00000175110	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6206	0.007188917586491094			-0.973				0.9255366787389242	0.3	2			14	0.2857142857142857	0.215	Other cytosolic protein	true	false			0.113886	1486	223	6
MRPS23	ENSG00000181610	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6207				-2.12				1.1064550733264873	0.3	2			15	0.5333333333333333	0.234	Other cytosolic protein	true	false			0.085197	2374	145	6
MS4A2	ENSG00000149534	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	3598	0.053186859587315616	0.07825761747152392		0.364				1.2912501595997146	0.3	2			94	0.2553191489361702	0.7122		false	false			0.039243	5997	104	6
MS4A7	ENSG00000166927	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tdark	yes	6208	0.012383594319776902			0.839				1.288033160109217	0.3	1			66	0.4393939393939394	0.6354		false	false			0.008310	14266	24	6
MT-ND3	ENSG00000198840	1	2020	ASU	Genetics; RNA; Protein	validation studies ongoing	Tclin	yes	5629	0.02225156745233966								1	2	0.5	1	108	0.39814814814814814	0.09			false			0.114452	1478	219	5
MT1G	ENSG00000125144	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	5950	0.019943957730685677			1.09				1.5782873132758795	0.3	1			74	0.25675675675675674	0.6074		false	false			0.008345	14244	20	6
MTHFD1	ENSG00000100714	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tchem	yes	4188	0.040393459009066504			-1.021				0.5129591722410276	0.3	2			53	0.18867924528301888	0.4115	Enzyme	false	false			0.054560	4248	132	6
MTMR10	ENSG00000166912	1	2019	Chang Lab	Genetics; RNA		Tdark	yes	247	0.39776254823838997			0.47				0.7939360011061999	0.3	1			20	0.15	0.3598		false	false	0.0058	0.0003	0.010214	13255	26	6
MTSS2	ENSG00000132613	1	2023	Emory	Genetics; Protein	Not prioritized for experimental validation	Tbio	yes	4425	0.03612670622190381	0.052965325061551535						0.5545428642526914	0.3	2			6	0.8333333333333334			false	true			0.005538	16138	18	4
MYO1D	ENSG00000176658	1	2019	Chang Lab	Genetics; RNA; Protein		Tbio	yes	6209	0.00201215698661671			0.291				0.8166506843832121	0.3	2			18	0.2222222222222222	0.5079		false	true			0.008710	14052	24	6
MYO1E	ENSG00000157483	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6210	0.016351667011640016			0.092				0.5506657964467643	0.3	2			83	0.5301204819277109	0.4355		false	true			0.022641	9145	64	6
MYO1F	ENSG00000142347	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	5397	0.02448610262785194			0.929				0.5074681867801413	0.3	2			21	0.38095238095238093	0.7126	Unclassified protein	false	false			0.039084	6023	111	6
MYRF	ENSG00000124920	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tbio	yes	5318	0.025261635398067757			0.99				0.192379903457783	0.3	1			83	0.5180722891566265	0.635		false	false			0.017864	10393	51	6
N4BP3	ENSG00000145911	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tdark	yes	6211				0.001				1.0076097590654707	0.3	1			5	0.6	0.6188		false	true			0.003194	17845	9	6
NBAS	ENSG00000151779	1	2020	ASU	Genetics; RNA; Protein	validation studies ongoing	Tbio	yes	6212				1.052				0.809794928548797	0.3	2			43	0.3023255813953488	0.2557	Unclassified protein	false	false			0.040682	5798	107	6
NCKAP1L	ENSG00000123338	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6213	0.009793866149144598			0.561				0.4785320751053298	0.3	2			27	0.4074074074074074	0.6599	Unclassified protein	false	true			0.059147	3849	157	6
