gene	winner_norm	winner_raw	rank	degree
CFDP1	0.025802	2.253249e+1	8400	61
VMP1	0.025794	2.252598e+1	8401	65
TBX20	0.025789	2.252180e+1	8402	67
HAS3	0.025785	2.251811e+1	8403	85
TNP1	0.025772	2.250644e+1	8404	73
RBPMS	0.025770	2.250478e+1	8405	75
SARM1	0.025760	2.249644e+1	8406	63
UBE2D4	0.025760	2.249637e+1	8407	60
ASGR1	0.025754	2.249071e+1	8408	68
GJB6	0.025754	2.249062e+1	8409	69
CLDN14	0.025753	2.249003e+1	8410	64
MC3R	0.025751	2.248793e+1	8411	66
A1BG	0.025746	2.248385e+1	8412	69
FUT3	0.025737	2.247566e+1	8413	54
CLCN1	0.025730	2.246961e+1	8414	66
CD72	0.025730	2.246945e+1	8415	67
TNK2	0.025726	2.246598e+1	8416	64
GPR18	0.025720	2.246120e+1	8417	74
TNNC1	0.025719	2.246065e+1	8418	59
ACSBG2	0.025718	2.245941e+1	8419	67
H2AB3	0.025716	2.245730e+1	8420	49
SLC26A5	0.025714	2.245565e+1	8421	70
ERMN	0.025712	2.245384e+1	8422	77
SFTPB	0.025706	2.244904e+1	8423	61
SETD5	0.025698	2.244221e+1	8424	79
GREB1	0.025697	2.244145e+1	8425	70
PAFAH1B3	0.025690	2.243516e+1	8426	57
SLC22A7	0.025686	2.243162e+1	8427	70
ADARB1	0.025685	2.243026e+1	8428	71
RASGRP4	0.025684	2.242947e+1	8429	64
MYH13	0.025679	2.242567e+1	8430	61
UFM1	0.025676	2.242287e+1	8431	66
ELF3	0.025672	2.241900e+1	8432	71
CRAT	0.025665	2.241278e+1	8433	70
IGHD	0.025649	2.239881e+1	8434	68
ALKBH8	0.025648	2.239801e+1	8435	68
ADAMTS5	0.025645	2.239547e+1	8436	69
SMS	0.025643	2.239384e+1	8437	64
WDR93	0.025643	2.239384e+1	8438	70
CTCFL	0.025639	2.239058e+1	8439	71
GHITM	0.025635	2.238704e+1	8440	73
KCTD7	0.025633	2.238548e+1	8441	72
AGGF1	0.025631	2.238333e+1	8442	76
ZFY	0.025630	2.238244e+1	8443	59
COL21A1	0.025621	2.237497e+1	8444	67
HM13	0.025617	2.237137e+1	8445	68
NMBR	0.025617	2.237129e+1	8446	72
NNT	0.025616	2.237037e+1	8447	60
FSTL1	0.025614	2.236835e+1	8448	71
LGR4	0.025610	2.236550e+1	8449	66
UBE2R2	0.025610	2.236520e+1	8450	64
GPC2	0.025606	2.236185e+1	8451	67
TECPR2	0.025606	2.236135e+1	8452	69
HIC1	0.025600	2.235649e+1	8453	70
UCK1	0.025594	2.235098e+1	8454	55
STAB1	0.025589	2.234647e+1	8455	74
GLRX2	0.025582	2.234078e+1	8456	68
SIX2	0.025582	2.234030e+1	8457	71
NLRP6	0.025581	2.234016e+1	8458	53
RBM15B	0.025573	2.233295e+1	8459	54
MCFD2	0.025569	2.232891e+1	8460	65
COL23A1	0.025568	2.232878e+1	8461	70
SRI	0.025567	2.232779e+1	8462	66
MXI1	0.025567	2.232759e+1	8463	67
OPHN1	0.025567	2.232753e+1	8464	73
RARRES2	0.025567	2.232725e+1	8465	68
GYG1	0.025567	2.232712e+1	8466	55
ARFGEF2	0.025566	2.232653e+1	8467	81
FAAP20	0.025559	2.232036e+1	8468	52
WDR78	0.025558	2.231997e+1	8469	63
RBMXL2	0.025557	2.231910e+1	8470	65
VPS8	0.025556	2.231793e+1	8471	64
BRMS1L	0.025549	2.231184e+1	8472	55
PER1	0.025545	2.230872e+1	8473	55
RAB11FIP2	0.025534	2.229884e+1	8474	66
P2RX3	0.025532	2.229714e+1	8475	57
ALOX5AP	0.025528	2.229381e+1	8476	71
CACYBP	0.025521	2.228755e+1	8477	62
SAGE1	0.025519	2.228537e+1	8478	65
NDRG1	0.025518	2.228454e+1	8479	72
PLAAT1	0.025516	2.228318e+1	8480	83
RNASEH2B	0.025513	2.228070e+1	8481	70
EMX2	0.025512	2.227990e+1	8482	75
PELI1	0.025510	2.227776e+1	8483	64
DUS3L	0.025491	2.226109e+1	8484	76
GAS7	0.025481	2.225203e+1	8485	80
FXYD1	0.025471	2.224364e+1	8486	56
DNAH7	0.025470	2.224302e+1	8487	65
AP3B2	0.025469	2.224161e+1	8488	58
ULBP2	0.025468	2.224106e+1	8489	67
IL37	0.025463	2.223643e+1	8490	66
RBP1	0.025460	2.223410e+1	8491	64
STK26	0.025460	2.223397e+1	8492	50
TTBK2	0.025454	2.222895e+1	8493	66
BAMBI	0.025452	2.222677e+1	8494	54
RSPO3	0.025447	2.222264e+1	8495	69
ERG28	0.025446	2.222143e+1	8496	54
BIK	0.025444	2.222019e+1	8497	62
ARHGAP9	0.025442	2.221859e+1	8498	75
UGGT2	0.025439	2.221535e+1	8499	68
STIM2	0.025438	2.221515e+1	8500	59
SLC35C1	0.025432	2.220968e+1	8501	68
IFT22	0.025428	2.220650e+1	8502	51
P3H2	0.025426	2.220413e+1	8503	67
PRICKLE4	0.025426	2.220400e+1	8504	65
FOXK2	0.025422	2.220051e+1	8505	68
SLC25A13	0.025420	2.219876e+1	8506	70
RCHY1	0.025410	2.219039e+1	8507	67
SPEN	0.025404	2.218549e+1	8508	71
APBA2	0.025404	2.218531e+1	8509	67
S1PR5	0.025389	2.217184e+1	8510	67
MTMR6	0.025388	2.217143e+1	8511	52
DTX3L	0.025386	2.216974e+1	8512	64
BICRAL	0.025374	2.215911e+1	8513	45
DTX1	0.025370	2.215591e+1	8514	64
SLC30A1	0.025365	2.215075e+1	8515	63
POU4F2	0.025363	2.214963e+1	8516	72
INTS14	0.025363	2.214901e+1	8517	57
SLC45A2	0.025344	2.213313e+1	8518	63
SASH3	0.025340	2.212936e+1	8519	75
CT45A1	0.025336	2.212558e+1	8520	68
ATF1	0.025333	2.212354e+1	8521	55
HSPB6	0.025331	2.212133e+1	8522	68
EIF4E3	0.025330	2.212068e+1	8523	60
TMF1	0.025328	2.211915e+1	8524	68
SLCO2B1	0.025326	2.211677e+1	8525	70
RPRD1B	0.025325	2.211644e+1	8526	51
CYTH1	0.025317	2.210920e+1	8527	56
DYNLT3	0.025317	2.210880e+1	8528	55
LTB4R	0.025312	2.210517e+1	8529	70
CYTH4	0.025304	2.209784e+1	8530	69
DOK2	0.025300	2.209440e+1	8531	67
PIGM	0.025294	2.208906e+1	8532	54
QTRT1	0.025294	2.208881e+1	8533	72
MAGEC1	0.025292	2.208740e+1	8534	71
STRADB	0.025289	2.208519e+1	8535	60
HOXA4	0.025282	2.207847e+1	8536	70
RAB29	0.025279	2.207567e+1	8537	64
HERPUD1	0.025276	2.207322e+1	8538	67
NRAP	0.025272	2.206948e+1	8539	70
TFF1	0.025269	2.206686e+1	8540	70
WDR60	0.025263	2.206234e+1	8541	53
ATG2A	0.025262	2.206145e+1	8542	52
AP5S1	0.025259	2.205876e+1	8543	53
CABP4	0.025244	2.204579e+1	8544	67
CHTF8	0.025243	2.204453e+1	8545	56
KRT27	0.025238	2.204014e+1	8546	70
MTNR1A	0.025222	2.202631e+1	8547	62
DEFB106B	0.025216	2.202106e+1	8548	55
SLC2A8	0.025215	2.202056e+1	8549	82
GALNT1	0.025208	2.201424e+1	8550	72
MYLIP	0.025200	2.200725e+1	8551	64
MST1R	0.025197	2.200455e+1	8552	69
ESRP2	0.025197	2.200455e+1	8553	70
PNPLA7	0.025190	2.199870e+1	8554	54
AMOTL1	0.025176	2.198577e+1	8555	55
ACAD11	0.025174	2.198412e+1	8556	70
COLGALT2	0.025169	2.197972e+1	8557	59
KCNN1	0.025166	2.197723e+1	8558	64
NSMCE4A	0.025166	2.197698e+1	8559	61
USP27X	0.025158	2.197000e+1	8560	57
CDC42EP4	0.025140	2.195491e+1	8561	73
UTS2B	0.025140	2.195450e+1	8562	76
TBCA	0.025135	2.195017e+1	8563	64
TRIM52	0.025122	2.193881e+1	8564	75
PBX3	0.025118	2.193516e+1	8565	66
SCN7A	0.025116	2.193403e+1	8566	60
CORO1C	0.025114	2.193202e+1	8567	71
ATL3	0.025112	2.193053e+1	8568	61
PRODH2	0.025111	2.192919e+1	8569	72
RIDA	0.025108	2.192631e+1	8570	73
SPATA5L1	0.025105	2.192381e+1	8571	65
MKKS	0.025102	2.192118e+1	8572	59
MIPEP	0.025097	2.191694e+1	8573	75
ASB9	0.025094	2.191460e+1	8574	68
QRICH1	0.025092	2.191277e+1	8575	77
FNIP2	0.025089	2.191027e+1	8576	64
INSRR	0.025078	2.190042e+1	8577	53
MAN1A1	0.025049	2.187559e+1	8578	68
CNTD2	0.025048	2.187431e+1	8579	71
PMM1	0.025048	2.187394e+1	8580	68
ATF7IP	0.025047	2.187378e+1	8581	61
RPUSD1	0.025044	2.187044e+1	8582	65
CPLX4	0.025042	2.186866e+1	8583	65
HOXD1	0.025039	2.186628e+1	8584	71
RAB27B	0.025033	2.186082e+1	8585	60
RAB32	0.025027	2.185630e+1	8586	65
FASTKD3	0.025025	2.185436e+1	8587	74
DSC1	0.025020	2.184965e+1	8588	59
LRRK1	0.025018	2.184837e+1	8589	76
CRABP2	0.025018	2.184829e+1	8590	66
RMND5A	0.025013	2.184395e+1	8591	63
CAPNS1	0.025013	2.184338e+1	8592	62
ATL1	0.025007	2.183808e+1	8593	63
LCE2C	0.025000	2.183220e+1	8594	51
ATP1B2	0.024995	2.182778e+1	8595	50
MUC21	0.024988	2.182195e+1	8596	74
MUC19	0.024986	2.182035e+1	8597	73
BMT2	0.024981	2.181561e+1	8598	67
SPACA9	0.024963	2.179963e+1	8599	49
CHRNA5	0.024955	2.179281e+1	8600	63
IRX3	0.024950	2.178910e+1	8601	77
SNAPC5	0.024949	2.178808e+1	8602	60
SNAPC1	0.024940	2.178024e+1	8603	56
KRT33B	0.024939	2.177908e+1	8604	69
SH3PXD2A	0.024938	2.177849e+1	8605	60
GTF3C2	0.024937	2.177697e+1	8606	62
TM4SF19	0.024935	2.177531e+1	8607	62
LSM12	0.024931	2.177232e+1	8608	60
INPP5K	0.024929	2.177012e+1	8609	62
NCR3LG1	0.024929	2.176994e+1	8610	62
RDH5	0.024925	2.176673e+1	8611	62
CEP89	0.024924	2.176622e+1	8612	63
MON1A	0.024924	2.176568e+1	8613	65
CMSS1	0.024923	2.176528e+1	8614	69
RTKN	0.024921	2.176297e+1	8615	70
CPA1	0.024916	2.175929e+1	8616	56
HIKESHI	0.024904	2.174876e+1	8617	73
COLEC11	0.024895	2.174058e+1	8618	60
LOXL2	0.024885	2.173197e+1	8619	70
NUDCD3	0.024883	2.173048e+1	8620	61
IL17RB	0.024877	2.172471e+1	8621	58
ADAM9	0.024876	2.172398e+1	8622	67
CATSPERZ	0.024865	2.171438e+1	8623	50
CLASRP	0.024860	2.170993e+1	8624	63
PSPC1	0.024857	2.170786e+1	8625	68
ID4	0.024856	2.170648e+1	8626	66
FOXF1	0.024856	2.170634e+1	8627	70
RHOV	0.024855	2.170566e+1	8628	64
FIGLA	0.024849	2.170030e+1	8629	61
BLOC1S4	0.024839	2.169166e+1	8630	61
SORBS3	0.024832	2.168607e+1	8631	63
PTDSS2	0.024832	2.168565e+1	8632	50
RNF213	0.024826	2.168079e+1	8633	75
ANG	0.024825	2.167955e+1	8634	63
ALG8	0.024824	2.167877e+1	8635	61
NAIF1	0.024820	2.167525e+1	8636	70
CHRNA2	0.024819	2.167472e+1	8637	60
KRT15	0.024818	2.167344e+1	8638	79
LCE1B	0.024814	2.167000e+1	8639	50
KCNK9	0.024813	2.166913e+1	8640	67
LILRB3	0.024802	2.165951e+1	8641	70
SGMS2	0.024796	2.165429e+1	8642	41
EID3	0.024789	2.164788e+1	8643	62
PRMT7	0.024786	2.164578e+1	8644	70
SNTB2	0.024782	2.164180e+1	8645	55
DAB2IP	0.024774	2.163497e+1	8646	65
SLITRK1	0.024772	2.163355e+1	8647	72
PHKA2	0.024767	2.162929e+1	8648	55
MYBL1	0.024761	2.162340e+1	8649	75
P2RX1	0.024751	2.161528e+1	8650	58
ELOVL5	0.024745	2.160978e+1	8651	74
MAP4K4	0.024745	2.160949e+1	8652	69
DNAL4	0.024726	2.159343e+1	8653	69
RFWD3	0.024726	2.159295e+1	8654	63
GNRH2	0.024719	2.158712e+1	8655	64
PLK5	0.024717	2.158498e+1	8656	71
ARTN	0.024715	2.158329e+1	8657	64
CAMK1	0.024713	2.158182e+1	8658	57
PLEKHG3	0.024708	2.157715e+1	8659	89
NGLY1	0.024700	2.157035e+1	8660	65
CCDC14	0.024698	2.156871e+1	8661	60
INTS13	0.024696	2.156649e+1	8662	52
ABCD1	0.024688	2.156018e+1	8663	53
SERPINB5	0.024686	2.155823e+1	8664	75
FAM183A	0.024676	2.154903e+1	8665	47
OTUD1	0.024666	2.154045e+1	8666	75
NISCH	0.024665	2.154006e+1	8667	70
ALDH1L2	0.024658	2.153398e+1	8668	65
PHKG2	0.024654	2.153048e+1	8669	53
EPM2A	0.024646	2.152329e+1	8670	62
HOPX	0.024645	2.152194e+1	8671	73
GJB3	0.024644	2.152118e+1	8672	72
DNAJC16	0.024641	2.151872e+1	8673	79
GRK4	0.024640	2.151780e+1	8674	60
P4HA3	0.024639	2.151687e+1	8675	71
LIN52	0.024630	2.150916e+1	8676	53
ARL8B	0.024620	2.150032e+1	8677	67
GGNBP2	0.024619	2.149951e+1	8678	70
CIR1	0.024616	2.149741e+1	8679	46
TAS2R50	0.024602	2.148465e+1	8680	66
LBP	0.024601	2.148433e+1	8681	66
MMS22L	0.024599	2.148236e+1	8682	68
UTS2R	0.024599	2.148197e+1	8683	76
TMEM237	0.024593	2.147708e+1	8684	57
SELENOK	0.024588	2.147216e+1	8685	53
DNAH17	0.024580	2.146600e+1	8686	61
PGLYRP1	0.024579	2.146442e+1	8687	67
SLC22A6	0.024578	2.146373e+1	8688	68
RAPSN	0.024575	2.146086e+1	8689	57
UBASH3B	0.024571	2.145771e+1	8690	69
CDK14	0.024563	2.145072e+1	8691	71
MLLT6	0.024558	2.144603e+1	8692	59
KLHL11	0.024552	2.144103e+1	8693	75
CRYAA	0.024543	2.143300e+1	8694	55
DNAJC30	0.024542	2.143270e+1	8695	70
LCE1A	0.024541	2.143130e+1	8696	47
CDO1	0.024541	2.143120e+1	8697	57
CYTH2	0.024531	2.142282e+1	8698	55
KLHDC3	0.024519	2.141231e+1	8699	52
TTC21A	0.024513	2.140707e+1	8700	60
KIAA1549	0.024504	2.139947e+1	8701	68
ASB7	0.024497	2.139331e+1	8702	67
FUBP3	0.024486	2.138386e+1	8703	73
NLRP2	0.024485	2.138235e+1	8704	57
CLEC9A	0.024467	2.136674e+1	8705	67
RDH11	0.024467	2.136661e+1	8706	53
TRIM13	0.024455	2.135680e+1	8707	68
PAEP	0.024451	2.135326e+1	8708	66
PPOX	0.024451	2.135283e+1	8709	60
ADPGK	0.024450	2.135244e+1	8710	53
SRXN1	0.024450	2.135167e+1	8711	65
ATXN7L1	0.024446	2.134841e+1	8712	56
B3GNT6	0.024431	2.133513e+1	8713	50
APOBR	0.024429	2.133358e+1	8714	69
NAP1L5	0.024424	2.132977e+1	8715	67
RNF185	0.024420	2.132547e+1	8716	62
UTF1	0.024419	2.132540e+1	8717	68
FLII	0.024419	2.132501e+1	8718	67
CLEC4M	0.024413	2.131947e+1	8719	62
DDO	0.024411	2.131758e+1	8720	68
DIP2B	0.024409	2.131647e+1	8721	74
SEPHS2	0.024407	2.131425e+1	8722	49
P2RX4	0.024389	2.129899e+1	8723	55
TAOK2	0.024382	2.129299e+1	8724	65
ARHGAP39	0.024382	2.129283e+1	8725	76
ZC3H12A	0.024369	2.128147e+1	8726	64
OPALIN	0.024369	2.128136e+1	8727	73
COL20A1	0.024357	2.127053e+1	8728	71
TRMT10A	0.024356	2.126954e+1	8729	63
NEIL2	0.024352	2.126660e+1	8730	60
TRIM31	0.024350	2.126441e+1	8731	70
ENSP00000370980	0.024350	2.126432e+1	8732	60
PEX16	0.024348	2.126330e+1	8733	49
ZNF638	0.024344	2.125931e+1	8734	72
ARFGEF1	0.024337	2.125305e+1	8735	69
KLHDC2	0.024333	2.124994e+1	8736	52
TGDS	0.024327	2.124450e+1	8737	61
FOLR2	0.024322	2.124012e+1	8738	71
SLC16A2	0.024318	2.123640e+1	8739	66
KLHL24	0.024314	2.123346e+1	8740	51
KRTAP4-3	0.024310	2.122997e+1	8741	56
DEFB107A	0.024308	2.122847e+1	8742	56
PITX1	0.024306	2.122655e+1	8743	71
TMEM126A	0.024298	2.121934e+1	8744	71
LDLRAD1	0.024295	2.121650e+1	8745	81
ADORA1	0.024281	2.120464e+1	8746	57
RTN1	0.024280	2.120389e+1	8747	66
PLA2G15	0.024280	2.120378e+1	8748	52
ACTR3C	0.024269	2.119438e+1	8749	50
TSPY1	0.024257	2.118332e+1	8750	55
DEFA3	0.024256	2.118306e+1	8751	61
TMEM262	0.024256	2.118301e+1	8752	49
DSTN	0.024249	2.117671e+1	8753	67
MOGAT2	0.024247	2.117467e+1	8754	52
PALLD	0.024246	2.117424e+1	8755	66
TEX101	0.024241	2.116994e+1	8756	76
GLCE	0.024235	2.116388e+1	8757	63
AMOTL2	0.024221	2.115190e+1	8758	56
ZNF804A	0.024217	2.114873e+1	8759	68
PNPO	0.024216	2.114740e+1	8760	70
SHISA9	0.024214	2.114578e+1	8761	50
RPRD1A	0.024202	2.113546e+1	8762	55
BMP10	0.024200	2.113352e+1	8763	64
SEMA4D	0.024196	2.113013e+1	8764	56
SLC22A4	0.024192	2.112670e+1	8765	70
FNTA	0.024190	2.112544e+1	8766	55
AHSP	0.024183	2.111846e+1	8767	51
TACR3	0.024170	2.110766e+1	8768	63
PACSIN1	0.024168	2.110623e+1	8769	65
CHRNB4	0.024164	2.110232e+1	8770	56
PHF23	0.024159	2.109826e+1	8771	63
CEP128	0.024155	2.109475e+1	8772	64
ZFAND6	0.024154	2.109330e+1	8773	67
RAPGEF2	0.024145	2.108567e+1	8774	51
LCE2D	0.024127	2.107029e+1	8775	51
FFAR3	0.024125	2.106801e+1	8776	67
USP20	0.024121	2.106511e+1	8777	67
GRB14	0.024116	2.106049e+1	8778	67
UROD	0.024115	2.105928e+1	8779	63
SLC16A1	0.024115	2.105920e+1	8780	69
ERP29	0.024113	2.105758e+1	8781	62
COLGALT1	0.024113	2.105754e+1	8782	61
DEFB127	0.024110	2.105509e+1	8783	52
CHRNA1	0.024103	2.104863e+1	8784	59
PRPSAP2	0.024095	2.104206e+1	8785	73
MYLK3	0.024078	2.102763e+1	8786	46
DMP1	0.024078	2.102739e+1	8787	56
SGCB	0.024075	2.102478e+1	8788	48
TUBE1	0.024062	2.101317e+1	8789	68
LIPA	0.024058	2.100986e+1	8790	61
USP46	0.024054	2.100581e+1	8791	61
CARD14	0.024053	2.100512e+1	8792	63
PEG10	0.024051	2.100391e+1	8793	62
AWAT2	0.024046	2.099929e+1	8794	45
SDF4	0.024039	2.099272e+1	8795	65
CKAP4	0.024038	2.099187e+1	8796	72
RAB9B	0.024029	2.098405e+1	8797	54
SOX18	0.024027	2.098305e+1	8798	67
ASMT	0.024026	2.098188e+1	8799	53
MIXL1	0.024024	2.097996e+1	8800	65
INPP1	0.024024	2.097975e+1	8801	51
STXBP5L	0.024016	2.097316e+1	8802	56
LSM14B	0.024009	2.096692e+1	8803	67
CARNS1	0.024008	2.096649e+1	8804	51
NRG3	0.024007	2.096560e+1	8805	61
EVC2	0.024000	2.095918e+1	8806	66
SNAPC2	0.023981	2.094239e+1	8807	59
EVI2B	0.023975	2.093698e+1	8808	66
SERPINB2	0.023955	2.091946e+1	8809	64
PRRC2C	0.023943	2.090972e+1	8810	65
KDELR3	0.023935	2.090224e+1	8811	64
MTMR8	0.023930	2.089763e+1	8812	50
WDR63	0.023923	2.089170e+1	8813	59
ATG16L2	0.023921	2.089000e+1	8814	56
INSM1	0.023920	2.088886e+1	8815	63
PIGT	0.023909	2.087929e+1	8816	54
RP1L1	0.023903	2.087433e+1	8817	72
MYT1L	0.023902	2.087322e+1	8818	70
TSPAN8	0.023898	2.087040e+1	8819	61
SLC22A18	0.023891	2.086386e+1	8820	64
SAA2-SAA4	0.023887	2.086020e+1	8821	59
PRMT2	0.023878	2.085295e+1	8822	73
AANAT	0.023876	2.085094e+1	8823	56
MAGEL2	0.023867	2.084274e+1	8824	62
TET3	0.023865	2.084152e+1	8825	65
CBR4	0.023857	2.083452e+1	8826	70
RSPH14	0.023844	2.082257e+1	8827	70
LCE3B	0.023842	2.082149e+1	8828	56
HMGB2	0.023842	2.082073e+1	8829	64
PTPRB	0.023839	2.081886e+1	8830	62
NPW	0.023837	2.081666e+1	8831	64
CCM2	0.023834	2.081445e+1	8832	60
APEX2	0.023834	2.081389e+1	8833	64
HOXD3	0.023834	2.081376e+1	8834	68
FGL1	0.023832	2.081223e+1	8835	66
LRRC46	0.023832	2.081210e+1	8836	73
SNX15	0.023825	2.080651e+1	8837	69
DNAJB7	0.023822	2.080341e+1	8838	71
SH3D19	0.023814	2.079683e+1	8839	66
CYTH3	0.023814	2.079622e+1	8840	59
PGAP1	0.023802	2.078604e+1	8841	63
KRTAP7-1	0.023798	2.078294e+1	8842	58
OMD	0.023796	2.078125e+1	8843	73
COL26A1	0.023794	2.077929e+1	8844	62
TAS2R4	0.023792	2.077753e+1	8845	63
DCTD	0.023791	2.077649e+1	8846	47
MPRIP	0.023788	2.077382e+1	8847	69
PRSS57	0.023788	2.077379e+1	8848	71
RANBP3	0.023782	2.076878e+1	8849	61
CLCN6	0.023780	2.076665e+1	8850	69
AFMID	0.023773	2.076058e+1	8851	55
RABAC1	0.023765	2.075404e+1	8852	66
CFAP77	0.023756	2.074630e+1	8853	46
TTI1	0.023755	2.074486e+1	8854	48
RFX6	0.023747	2.073783e+1	8855	59
DMAC2L	0.023743	2.073456e+1	8856	59
DCTPP1	0.023731	2.072414e+1	8857	50
GDA	0.023728	2.072114e+1	8858	55
NOTUM	0.023727	2.072095e+1	8859	50
PDLIM1	0.023726	2.071958e+1	8860	63
PKN3	0.023725	2.071916e+1	8861	70
SERPINA6	0.023725	2.071863e+1	8862	67
MLNR	0.023722	2.071662e+1	8863	71
ASXL3	0.023706	2.070273e+1	8864	64
BCO1	0.023703	2.069966e+1	8865	47
SSX2IP	0.023702	2.069916e+1	8866	62
TSC22D3	0.023702	2.069868e+1	8867	62
TRIM29	0.023700	2.069742e+1	8868	68
WDR97	0.023699	2.069628e+1	8869	68
PRTFDC1	0.023699	2.069608e+1	8870	65
FBXO45	0.023694	2.069152e+1	8871	64
RDH10	0.023690	2.068862e+1	8872	49
MTMR3	0.023688	2.068671e+1	8873	51
KRTAP3-2	0.023683	2.068266e+1	8874	59
VKORC1	0.023675	2.067487e+1	8875	51
CMYA5	0.023674	2.067396e+1	8876	72
RAX2	0.023667	2.066847e+1	8877	68
ORMDL3	0.023666	2.066764e+1	8878	56
ENPP7	0.023651	2.065407e+1	8879	42
XYLT2	0.023649	2.065213e+1	8880	64
DUSP22	0.023646	2.064962e+1	8881	67
PSPN	0.023638	2.064264e+1	8882	63
DNAL1	0.023635	2.064011e+1	8883	53
TLX3	0.023632	2.063783e+1	8884	67
COQ8A	0.023627	2.063332e+1	8885	59
NCS1	0.023618	2.062577e+1	8886	57
FABP6	0.023615	2.062301e+1	8887	58
NOBOX	0.023602	2.061172e+1	8888	59
CLRN1	0.023601	2.061089e+1	8889	62
GSTZ1	0.023599	2.060927e+1	8890	56
ANKFY1	0.023599	2.060911e+1	8891	67
SNTG2	0.023599	2.060861e+1	8892	56
KRTAP17-1	0.023593	2.060381e+1	8893	61
MADD	0.023588	2.059954e+1	8894	60
TBCE-2	0.023587	2.059800e+1	8895	58
MACF1	0.023581	2.059286e+1	8896	66
SLC30A9	0.023580	2.059233e+1	8897	58
KRT13	0.023571	2.058477e+1	8898	74
URM1	0.023566	2.058022e+1	8899	56
ARPC5L	0.023563	2.057772e+1	8900	45
CEP162	0.023559	2.057387e+1	8901	68
EPG5	0.023559	2.057368e+1	8902	62
TSEN54	0.023549	2.056515e+1	8903	57
CISD1	0.023549	2.056514e+1	8904	69
CHRM3	0.023549	2.056500e+1	8905	62
NKX3-1	0.023545	2.056201e+1	8906	65
PFN2	0.023543	2.055990e+1	8907	62
PHKA1	0.023542	2.055944e+1	8908	48
HCG_2039566	0.023542	2.055937e+1	8909	35
SLC22A5	0.023537	2.055516e+1	8910	68
ZP3	0.023530	2.054867e+1	8911	59
RAB22A	0.023526	2.054543e+1	8912	63
ZBTB7A	0.023515	2.053535e+1	8913	68
RIPOR2	0.023508	2.052983e+1	8914	55
TMEM258	0.023507	2.052883e+1	8915	50
NAV1	0.023505	2.052702e+1	8916	63
PIGG	0.023503	2.052486e+1	8917	58
SPINT2	0.023502	2.052458e+1	8918	67
MTERF1	0.023499	2.052172e+1	8919	65
RFXANK	0.023495	2.051797e+1	8920	62
GALR3	0.023495	2.051783e+1	8921	63
FBXO2	0.023484	2.050868e+1	8922	59
ACY1	0.023481	2.050621e+1	8923	64
UHRF2	0.023481	2.050591e+1	8924	61
B4GALT5	0.023478	2.050324e+1	8925	74
GJA4	0.023470	2.049595e+1	8926	68
NPY4R	0.023465	2.049185e+1	8927	67
APEH	0.023465	2.049149e+1	8928	65
ZNHIT6	0.023456	2.048444e+1	8929	62
RIC3	0.023456	2.048377e+1	8930	67
ASB11	0.023454	2.048187e+1	8931	70
USH1G	0.023452	2.048076e+1	8932	59
CDH6	0.023448	2.047697e+1	8933	57
EMILIN1	0.023443	2.047305e+1	8934	63
TMBIM6	0.023440	2.046983e+1	8935	64
RAVER1	0.023435	2.046572e+1	8936	60
DNAH12	0.023435	2.046570e+1	8937	57
LPAR4	0.023430	2.046112e+1	8938	53
NOP16	0.023422	2.045391e+1	8939	64
MYCBP2	0.023418	2.045121e+1	8940	58
DLX3	0.023413	2.044672e+1	8941	68
PABPC3	0.023410	2.044401e+1	8942	66
NHLRC1	0.023403	2.043760e+1	8943	64
VGF	0.023399	2.043443e+1	8944	67
CSNK2A3	0.023396	2.043161e+1	8945	52
KRTAP1-1	0.023396	2.043152e+1	8946	60
TCL1B	0.023393	2.042934e+1	8947	60
AGTRAP	0.023393	2.042882e+1	8948	67
LYL1	0.023389	2.042549e+1	8949	55
SELENOO	0.023381	2.041876e+1	8950	54
SRGN	0.023377	2.041472e+1	8951	65
CHRNG	0.023372	2.041070e+1	8952	62
LINGO1	0.023366	2.040533e+1	8953	65
CFAP74	0.023364	2.040396e+1	8954	73
ACBD3	0.023360	2.039997e+1	8955	56
DRC7	0.023359	2.039972e+1	8956	66
CSN2	0.023355	2.039603e+1	8957	58
COA5	0.023349	2.039055e+1	8958	60
C2CD3	0.023347	2.038872e+1	8959	66
PABPC1L	0.023340	2.038303e+1	8960	64
FGGY	0.023340	2.038232e+1	8961	71
UPK3BL1	0.023336	2.037914e+1	8962	64
SPR	0.023333	2.037629e+1	8963	52
AHCYL2	0.023330	2.037388e+1	8964	56
METTL6	0.023326	2.037091e+1	8965	71
GPR161	0.023326	2.037024e+1	8966	56
CA10	0.023320	2.036526e+1	8967	74
RIC8B	0.023308	2.035511e+1	8968	61
TBL2	0.023305	2.035230e+1	8969	60
SIX6	0.023304	2.035101e+1	8970	64
GBX2	0.023298	2.034568e+1	8971	70
TUSC3	0.023291	2.033948e+1	8972	48
KRTAP9-8	0.023289	2.033784e+1	8973	56
GABPB1	0.023287	2.033640e+1	8974	46
NPBWR1	0.023278	2.032899e+1	8975	63
OPN1MW	0.023278	2.032832e+1	8976	58
RPH3A	0.023274	2.032549e+1	8977	61
PMF1	0.023269	2.032093e+1	8978	53
GYPE	0.023265	2.031678e+1	8979	64
PET100	0.023260	2.031323e+1	8980	61
ATPAF2	0.023260	2.031260e+1	8981	62
OXCT2	0.023257	2.030986e+1	8982	55
KCTD6	0.023253	2.030698e+1	8983	69
